Ridership Rank,Station Name,Line,Ridership,Midtown Direct Binary,stop_id,Official NJT Station Name,stop_lat,stop_lon,avg_trains_per_hour,Duration to NY Penn (mins),Distance from NY Penn (km),Total Parking Spaces,station_name,Popoulation_Density_weighted_avg,Median_Household_Income_weighted_avg,Percent_Bach_Degree_weighted_avg,Labor_Force_Participation_Rate_weighted_avg,Employment_Rate_weighted_avg,Unemployment_Rate_weighted_avg,Percent_Public_Transit_Users_weighted_avg,Median_Age_weighted_avg,Walk_Score,Percent_Public_Transit_Users_log,Ridership_log,avg_trains_per_hour_log,Duration_to_NY_Penn_log,Population_Density_log,Median_Household_Income_sqrt,Percent_Bach_Degree_log,Labor_Force_Participation_log,Employment_Rate_reciprocal,Unemployment_Rate_log,Median_Age_sqrt,Median_Household_Income_log,Total_Parking_Spaces_Log
97,Mountain Station (M&E),M&E,333.0,0,97,MOUNTAIN STATION,40.755365,-74.253024,6.090909090909091,39.0,27.35878,88,MOUNTAIN STATION,2299.667418326104,148580.37138920158,30.63278019372607,68.52480372960034,94.3306582377522,7.281725644003997,36.446752623550665,41.3374735159361,17.294601558378535,3.6229199938817533,5.811140992976701,1.9588135538912212,3.6888794541139363,7.740954541703537,385.46124498994914,3.4541939308220586,4.241683577096991,0.01060100733612594,2.1140513577941835,6.429422486968491,11.908888042634944,4.48863636973214
98,Broadway (MLBC),MLBC,317.0,0,25,BROADWAY,40.922505,-74.115236,5.590909090909091,36.0,27.0,80,BROADWAY,3012.820369344677,108821.99110685124,31.80247807690497,66.73177175403785,94.66556087903771,8.666886608191575,12.983512091404869,42.56640559803683,21.333333333333336,2.63787892781571,5.762051382780177,1.8856912890622586,3.6109179126442243,8.010963778652792,329.8817835329063,3.490504063661407,4.215555371958017,0.010563503672447318,2.268706293631071,6.5242934941675355,11.597477906400366,4.394449154672439
100,Wood-Ridge (Pascack),Pascack,305.0,0,160,WOOD-RIDGE,40.843974,-74.078719,3.5454545454545454,28.0,18.668344,130,WOOD-RIDGE,763.0134087891917,73017.72938324428,16.207852989196528,66.35784540521232,98.02283903568612,4.495545202085057,9.305228564952795,36.31198554768482,32.666666666666664,2.332651394101573,5.723585101952381,1.5141277326297755,3.367295829986474,6.638585339783701,270.2179294259437,2.8453658487627647,4.210019383157837,0.01020170411138511,1.7039378007836932,6.025942710288973,11.198471254116628,4.875197323201151
101,POINT PLEASANT (NJCL),NJCL,256.0,1,122,POINT PLEASANT,40.092718,-74.048191,4.545454545454546,142.0,111.84913,190,POINT PLEASANT,1301.7532078967602,117730.51782203183,40.2581579475842,60.66725638817802,93.79499141561276,7.386477500715944,4.404835144869563,50.64276866919908,22.666666666666664,1.687293950139355,5.54907608489522,1.7129785913749407,4.962844630259907,7.172235156190253,343.11881006734654,3.7198488616533765,4.121753099416025,0.010661550098863208,2.1266205873512374,7.116373280625397,11.676162038387266,5.25227342804663
102,Belmar (NJCL),NJCL,241.0,0,15,BELMAR,40.18059,-74.027301,4.545454545454546,112.0,95.433862,185,BELMAR,2039.0419225271617,92793.83246232964,34.74565974857685,70.69722102918334,94.5202282089299,5.879838210664994,3.586504178919025,46.45343975315056,30.0,1.5231181171017978,5.488937726156687,1.7129785913749407,4.727387818712341,7.620725636885521,304.6208010992185,3.576428856135542,4.272451988544596,0.010579745933215215,1.9285951357770335,6.815676030530688,11.438146232550672,5.225746673713202
103,Highland Avenue (M&E),M&E,233.0,0,61,HIGHLAND AVENUE,40.766863,-74.243744,6.2727272727272725,41.0,30.094658,31,HIGHLAND AVENUE,4527.040699229853,82809.22875198322,19.22283151436912,65.40528702902432,93.4020596100609,8.064308469173772,24.914326030581144,40.52427490619309,11.96478929549564,3.254795944380125,5.455321115357702,1.984131361875511,3.7376696182833684,8.41804460818844,287.76592701705187,3.006812239118122,4.195776677243661,0.010706402023411955,2.204344555491474,6.3658679617309915,11.324306868395421,3.4657359027997265
104,Avenel (NJCL),NJCL,222.0,1,11,AVENEL,40.57762,-74.27753,6.2727272727272725,51.0,37.175754000000005,33,AVENEL,2117.7039502156176,84637.3148728014,12.963693804225976,67.94044607573093,96.16962712207332,4.393674181546944,9.141782730217953,41.80233202503384,1.989436788648692,2.3166637943685537,5.407171771460119,1.984131361875511,3.9512437185814275,7.658559836481056,290.9249299609805,2.636460661490632,4.233243031559966,0.01039829341056554,1.6852268190271786,6.46547229713606,11.346142337546123,3.5263605246161616
105,Emerson (Pascack),Pascack,219.0,0,42,EMERSON,40.975036,-74.027474,3.409090909090909,45.0,34.118008,101,EMERSON,1334.1099646726886,159631.33888459788,38.12390421465596,66.25956317577823,97.65332597010762,5.26103878963696,17.584697023384248,48.16195602697976,20.620892750810995,2.9223385014040244,5.393627546352362,1.483668525145067,3.828641396489095,7.196768937983423,399.5389078482819,3.666733641174967,4.208559211729306,0.010240306615937559,1.8343461121819247,6.939881557129038,11.980628568062468,4.624972813284271
106,Bradley Beach (NJCL),NJCL,196.0,0,22,BRADLEY BEACH,40.203751,-74.018891,4.545454545454546,108.0,92.858918,73,BRADLEY BEACH,2432.998400937733,70118.38032878333,26.44129864400051,66.45781258766974,95.80259313176116,6.217030161073557,8.269881178128536,47.32731110028562,19.333333333333332,2.226770561602252,5.2832037287379885,1.7129785913749407,4.6913478822291435,7.797290616578372,264.7987543943199,3.312049128414216,4.211502403784189,0.01043813081995244,1.9764435332519117,6.879484799044593,11.15795450169982,4.30406509320417
107,Wesmont (MLBC),MLBC,188.0,0,43599,WESMONT,40.854979,-74.096951,5.045454545454546,31.0,20.599552000000003,216,WESMONT,3114.1352417914104,115883.46572258657,26.059591533229224,71.14150531911211,96.55170969335796,5.09944296797735,12.944410379351329,41.40324641484418,1.326291192432461,2.635078738317591,5.241747015059643,1.7993066748634379,3.4657359027997265,8.044027846584521,340.4166061204808,3.2980415277739175,4.278629541893564,0.010357144406618338,1.808197450284615,6.434535446700421,11.660348988615596,5.37989735354046
108,Bay Head (NJCL),NJCL,179.0,0,13,BAY HEAD,40.077178,-74.046183,4.545454545454546,146.0,107.182044,99,BAY HEAD,1341.112876559143,104828.00841538404,35.39957016330964,60.39839205391884,95.90513760617772,4.292486336596748,3.560991685067674,48.80329391267586,11.284038347027227,1.517540074677622,5.19295685089021,1.7129785913749407,4.990432586778736,7.2020004246943286,323.77153737687325,3.594556965872687,4.117383646763259,0.01042697007647675,1.6662881423696534,6.98593543576491,11.560085810424338,4.605170185988092
110,Park Ridge (Pascack),Pascack,176.0,0,114,PARK RIDGE,41.032305,-74.036164,3.619047619047619,57.0,41.03817,132,PARK RIDGE,1120.021065317301,145357.34344601302,36.57204412220341,66.53420727545713,96.682449309926,4.806621707288657,9.780294041211256,46.33851514208593,35.333333333333336,2.377719841659062,5.176149732573829,1.5301885407799598,4.060443010546419,7.021995214436458,381.2575814931593,3.6262602664689427,4.212634243962896,0.01034313887512709,1.7589989400090487,6.807239906311951,11.886957306788915,4.890349128221754
111,Garfield (MLBC),MLBC,175.0,0,46,GARFIELD,40.866669,-74.10556,4.2727272727272725,34.0,21.243288,0,GARFIELD,5738.605143349663,69133.93922223171,17.07474049844407,66.58891656010266,94.4007460280696,6.354696669523699,15.331968771017609,35.26120172463797,17.961268225045202,2.7931244613208945,5.170483995038151,1.6625477377480486,3.5553480614894135,8.655145696590246,262.9333360801397,2.8945154110092117,4.21344401339513,0.010593136623122182,1.9953391118057653,5.938114323978444,11.143815514705123,0.0
112,Little Falls (M-B),M-B,165.0,0,72,LITTLE FALLS,40.880669,-74.235372,2.1666666666666665,63.0,36.853886,133,LITTLE FALLS,1003.9163864651912,122435.34856538405,24.09534344591238,65.98589646970011,95.0602357174126,7.886638123089678,9.31028492755284,43.52282599939776,12.631455962162304,2.333141933685103,5.111987788356544,1.1526795099383853,4.1588830833596715,6.9126596194849945,349.9076286184456,3.222682308843587,4.204482096780399,0.010519645700992362,2.1845488141218947,6.597183186739456,11.71534657037833,4.897839799950911
113,Manasquan (NJCL),NJCL,164.0,0,79,MANASQUAN,40.120573,-74.047688,4.545454545454546,137.0,103.80243,140,MANASQUAN,1320.585834600972,167963.05840726945,41.379293543428126,64.34663473978875,89.92981917329169,10.782822428757289,4.864054807620145,47.297278813466974,35.333333333333336,1.7688413109970411,5.10594547390058,1.7129785913749407,4.927253685157205,7.1865876843383365,409.8329640320181,3.7466598831266062,4.179705942796125,0.011119782172285193,2.466642744496057,6.877301710225237,12.031505297445419,4.948759890378168
115,Mahwah (MLBC),MLBC,157.0,0,78,MAHWAH,41.094416,-74.14662,6.565217391304348,72.0,47.797398,86,MAHWAH,979.4705397511711,99057.04378896407,34.76164037200832,60.01310236136044,95.95501442406297,4.9215484009003525,7.971273701399163,45.87476861363267,27.333333333333332,2.1940276616869436,5.062595033026967,2.0235610832853794,4.290459441148391,6.888032599036277,314.7332899280978,3.5768758209536955,4.111088633917826,0.010421550202479325,1.7785979689027167,6.773091510797168,11.503461258208132,4.465908118654584
116,Montvale (Pascack),Pascack,152.0,0,90,MONTVALE,41.040879,-74.029152,3.619047619047619,59.0,42.164708,206,MONTVALE,1160.52020146356,156457.58454157904,33.132219555324376,66.02186084289728,94.70001478196129,7.310155926765029,10.855839202401906,44.48188144702447,36.666666666666664,2.4728205059113124,5.030437921392435,1.5301885407799598,4.0943445622221,7.057484944623623,395.54719635155936,3.5302417931898145,4.205018847410091,0.010559660442529125,2.1174783724416244,6.669473850838945,11.960546618423122,5.332718793265369
117,Spring Lake (NJCL),NJCL,147.0,1,141,SPRING LAKE,40.150557,-74.035481,4.545454545454546,116.0,98.813476,188,SPRING LAKE,1032.342914347866,89696.85514572386,36.625923774095234,49.09807590386863,96.15889123622073,5.297209259040427,10.74961128558293,55.332114337263576,13.961268225045204,2.4638201579648955,4.997212273764115,1.7129785913749407,4.762173934797756,6.9405543737116915,299.4943324100205,3.6276932749030624,3.9139826022409214,0.010399454352519866,1.840106560499698,7.438555930909143,11.404202136342096,5.241747015059643
118,Gillette (GLAD),GLAD,146.0,0,48,GILLETTE,40.678251,-74.468317,5.909090909090909,69.0,48.119266,82,GILLETTE,204.1029727697063,131561.77969978724,31.253483154608105,60.990299537682574,90.916379027534,9.083620972466004,9.342711104192125,46.03798822452364,3.326291192432461,2.3362820304762426,4.990432586778736,1.9328380674879606,4.248495242049359,5.323512159218572,362.71446028492886,3.4736260422037333,4.126977913734459,0.010999118208361006,2.310912421596852,6.78512993424029,11.787239428840708,4.418840607796598
119,Bernardsville (GLAD),GLAD,135.0,0,18,BERNARDSVILLE,40.716845,-74.571023,5.863636363636363,85.0,60.511184,143,BERNARDSVILLE,364.314190835068,169213.6169805021,37.43847015753793,65.09814059905376,94.17410370600496,9.697573790964505,5.274143829326112,44.931090216789855,10.624413821261433,1.8364370341671983,4.912654885736052,1.9262373834566084,4.454347296253507,5.900757780117796,411.35582769726517,3.649058785119122,4.191140616341766,0.010618630394634015,2.3700169672485405,6.703065732692009,12.038923111196619,4.969813299576001
120,Mountain Avenue (M-B),M-B,133.0,1,95,MOUNTAIN AVENUE,40.848715,-74.205306,3.6666666666666665,49.0,29.77279,25,MOUNTAIN AVENUE,1550.7545889149314,188058.69382981723,39.61473927984246,62.05562349825161,96.28279832901887,4.884106610304582,23.923246132896093,43.30054133214228,7.315727981081153,3.2158009475906133,4.897839799950911,1.5404450409471488,3.912023005428146,7.347141562540836,433.65734610383026,3.7041310371752214,4.14401724952407,0.01038607121266653,1.7722549212535987,6.5803146833675275,12.14451471178453,3.258096538021482
122,Millington (GLAD),GLAD,131.0,0,88,MILLINGTON,40.673513,-74.523606,5.863636363636363,76.0,52.947286,114,MILLINGTON,427.5188294162695,167656.8845560753,34.69736791486446,62.7821268413643,97.27114837514335,3.227631388151733,9.53118063765606,45.10261350878391,5.319249051531589,2.3543404411956157,4.882801922586371,1.9262373834566084,4.343805421853684,6.0603346797007855,409.45925872554807,3.5750769581926147,4.155473007550926,0.01028054070199031,1.4416418807048605,6.715847936693021,12.029680780648782,4.74493212836325
123,Garwood (RVL),RVL,126.0,0,47,GARWOOD,40.652569,-74.324794,5.5,50.0,33.313338,0,GARWOOD,2003.948880073076,125440.30942891396,39.66163385249327,68.28886738138898,95.51017966458149,4.873146744471507,12.890264522484255,42.29041522921575,30.666666666666664,2.6311882006802545,4.844187086458591,1.8718021769015913,3.9318256327243257,7.60337384319273,354.17553476900963,3.705284990680952,4.238284249444052,0.01047008814674898,1.770390562516585,6.503108120677047,11.739593274216885,0.0
124,Allenhurst (NJCL),NJCL,123.0,0,4,ALLENHURST,40.237659,-74.006769,4.714285714285714,102.0,88.83556800000001,89,ALLENHURST,814.2403658052884,91947.5436870031,35.2565517198017,56.39409536123451,96.03114382304204,4.788024923710807,7.6599631376178845,42.668809947315054,8.631455962162304,2.158710465939174,4.820281565605037,1.742969305058623,4.634728988229636,6.7034829971267875,303.2285337612592,3.59062010206768,4.049941429763042,0.010413288441536364,1.7557911148606584,6.532136706110418,11.428984391810285,4.499809670330265
125,Gladstone (GLAD),GLAD,121.0,0,49,GLADSTONE,40.720284,-74.666371,5.227272727272728,91.0,72.4203,176,GLADSTONE,58.40161123965347,122511.41761293844,32.757615056686284,58.27323100918222,96.74687975531069,3.2531202446893257,3.983086734010332,46.64010594136055,3.978873577297384,1.6060495251301916,4.804021044733257,1.8289384724698092,4.5217885770490405,4.084321351247408,350.0163104955802,3.5192060231768463,4.082157787713342,0.010336250662855175,1.4476528887825533,6.829356187911167,11.715967672098389,5.176149732573829
127,Mountain View (M-B),M-B,118.0,0,98,MOUNTAIN VIEW,40.914402,-74.268158,2.1666666666666665,70.0,41.681906,228,MOUNTAIN VIEW,528.741040295268,95243.49319108207,25.197137548051938,68.02172886073427,91.509866872018,8.49013312798201,6.525106655069519,40.36605042706353,37.333333333333336,2.0182449839656624,4.77912349311153,1.1526795099383853,4.2626798770413155,6.272388283924244,308.61544548366675,3.2656501509072626,4.234421366048324,0.010927783354756264,2.250252640761799,6.353428242064557,11.464202477050783,5.43372200355424
128,Stirling (GLAD),GLAD,117.0,0,143,STIRLING,40.674579,-74.493723,5.863636363636363,72.0,50.372342,39,STIRLING,253.0338608179602,143081.50684415264,29.47629550879332,63.67928892088175,89.3752394014977,10.624760598502284,9.731414457140566,42.99463051925368,11.315727981081153,2.373175370614649,4.770684624465665,1.9262373834566084,4.290459441148391,5.537467568440437,378.2611622201685,3.4169491850066365,4.169441040846398,0.011188781218338674,2.4531373575841444,6.557029092451374,11.871176713796439,3.6888794541139363
129,Elberon (NJCL),NJCL,115.0,0,40,ELBERON,40.265292,-73.99762,4.714285714285714,98.0,85.616888,222,ELBERON,629.3290966652805,97005.82242486562,26.469210339493003,56.111791808952354,95.09288451458048,5.437667777064063,7.878232613950998,38.695941707434656,9.294601558378536,2.1836025072345144,4.7535901911063645,1.742969305058623,4.59511985013459,6.446242058654085,311.457577247473,3.313065753406887,4.045010606881713,0.010516033929401638,1.8621663281067882,6.220606217036621,11.482536589289145,5.407171771460119
130,Far Hills (GLAD),GLAD,113.0,0,45,FAR HILLS,40.68571,-74.633734,5.681818181818182,91.0,67.10947800000001,170,FAR HILLS,38.35930230207849,123200.05748329718,33.90924304564377,58.96668219226956,95.23656349944102,4.7634365005589885,4.139954279794041,48.911820523596894,3.3157279810811526,1.637044184445809,4.736198448394496,1.8993901334204204,4.5217885770490405,3.6727323459618653,350.99865738104637,3.552751637858197,4.093789111192228,0.010500168876902718,1.751533911484398,6.993698629737836,11.72157291351304,5.14166355650266
131,Mount Arlington (M&E),M&E,110.0,1,39472,MOUNT ARLINGTON,40.89659,-74.632731,2.8125,95.0,77.570188,274,MOUNT ARLINGTON,220.21143946916592,95422.16864944604,29.79272713637758,69.30951109975943,99.79506264042104,1.644962302947224,3.0,52.41511552998251,4.652582384864922,1.3862943611198906,4.709530201312334,1.33828514193353,4.564348191467836,5.399118983813538,308.90478897136904,3.427278530160201,4.252907082691793,0.010020535821528304,0.9726568130148332,7.2398284185457396,11.466076685911807,5.616771097666572
132,Woodcliff Lake (Pascack),Pascack,108.0,0,159,WOODCLIFF LAKE,41.021078,-74.040775,3.333333333333333,56.0,39.589764,65,WOODCLIFF LAKE,1081.311102185325,136847.43444554412,32.67420529532777,68.69604420351473,97.38553553734548,3.377313485476774,9.065121749797784,42.6930186055126,2.652582384864922,2.3090761553720753,4.6913478822291435,1.466337068793427,4.04305126783455,6.986853943204069,369.9289586468517,3.516732122770085,4.24414356154346,0.010268465378172298,1.4764351767262875,6.533989486180139,11.826629274473131,4.189654742026425
133,WAYNE/ROUTE 23 TRANSIT CENTER [RR],M-B,106.0,1,39635,WAYNE/ROUTE 23 TRANSIT CENTER [RR],40.900254,-74.256971,2.1666666666666665,67.0,39.750698,996,WAYNE/ROUTE 23 TRANSIT CENTER [RR],451.71678710329047,79037.10779351287,21.0986856652047,64.87911247767292,95.10177277859648,6.960893291594175,8.1564737152372,35.184913294892155,3.978873577297384,2.2144611389823066,4.672828834461906,1.1526795099383853,4.219507705176107,6.115266735935279,281.1353905034243,3.095518134592485,4.187821433416522,0.010515051095083888,2.0745412161218932,5.931687221599952,11.277685392275785,6.904750769961838
134,Teterboro (Pascack),Pascack,104.0,0,146,TETERBORO,40.864858,-74.062676,3.3181818181818183,31.0,21.243288,27,TETERBORO,1000.9524051622922,76331.07646993503,17.716643228414245,67.43385572975895,95.60193032782703,4.869964125593262,8.86495951382066,38.06391766311157,15.284038347027225,2.288989035443923,4.653960350157523,1.462834438242225,3.4657359027997265,6.9097057806786255,276.28079279952675,2.929413140249178,4.225867668982181,0.01046003983989566,1.7698485223380696,6.169596231773322,11.242848528273344,3.332204510175204
135,Lincoln Park (M-B),M-B,101.0,0,69,LINCOLN PARK,40.924138,-74.301826,2.1666666666666665,75.0,44.739652,247,LINCOLN PARK,636.905185345148,102845.16932295189,28.035641441756475,68.27053415925421,91.86077648633206,10.672208231761168,4.329401824012471,49.7382112747433,27.280517276576795,1.6732390037394549,4.624972813284271,1.1526795099383853,4.330733340286331,6.4581896599892055,320.69482272551875,3.368524090598465,4.2380196232687375,0.010886039050070405,2.457210651342463,7.0525322597449565,11.540989649107479,5.5134287461649825
137,White House (RVL),RVL,96.0,0,157,WHITE HOUSE,40.615611,-74.77066,1.5333333333333334,95.0,76.44365,100,WHITE HOUSE,133.72269355909833,136030.0167774462,32.606781104645144,60.15471022157269,95.06781084032308,7.992975669629271,7.253212527358949,53.67375149226029,9.308685840180281,2.110602521806784,4.574710978503383,0.9295359586241757,4.564348191467836,4.903218544052296,368.82247325433707,3.514727865197156,4.113406886502341,0.010518807482372881,2.1964437914499317,7.326237198743997,11.820638203255472,4.61512051684126
138,Hackettstown (M&E),M&E,85.0,1,54,HACKETTSTOWN,40.851444,-74.835352,1.5714285714285714,121.0,100.905618,99,HACKETTSTOWN,507.406156441718,85507.80031984676,23.939160806758487,67.03260580577911,93.9630571978786,6.0369428021213976,1.7747727135870874,43.29641146578627,32.666666666666664,1.0205688388303369,4.454347296253507,0.9444616088408513,4.804021044733257,6.231280648686744,292.41716830556777,3.2164392911997406,4.219987087397897,0.010642480457974892,1.9511738147890074,6.580000871260297,11.356374577345663,4.605170185988092
139,Netcong (M&E),M&E,82.0,1,101,NETCONG,40.897552,-74.707317,1.6875,104.0,85.455954,247,NETCONG,229.3505655306078,148999.28523868718,38.93211377294891,69.82252333095583,87.00002183712715,11.314730284955871,2.7304182592603072,41.878005265659375,21.333333333333336,1.3165203612191423,4.418840607796598,0.9886113934537812,4.653960350157523,5.439602346471631,386.0042554670702,3.687180856637427,4.2601770762517255,0.011494249988489672,2.5107961299892505,6.471321755689433,11.911703499279369,5.5134287461649825
140,Towaco (M-B),M-B,80.0,0,147,TOWACO,40.922809,-74.343842,2.1666666666666665,81.0,48.441134000000005,220,TOWACO,505.570338840078,132098.11863123236,40.93021714844361,63.522348396122936,95.2182416645666,4.781758335433404,7.094517085764241,49.15158977859397,6.652582384864922,2.0911869294840564,4.394449154672439,1.1526795099383853,4.406719247264253,6.227663186386607,363.4530487301384,3.7360067400016868,4.167011650550647,0.010502189312871214,1.754707846704316,7.010819479817889,11.791307818506573,5.3981627015177525
141,Basking Ridge (GLAD),GLAD,79.0,0,12,BASKING RIDGE,40.711378,-74.55527,5.863636363636363,82.0,58.579976,89,BASKING RIDGE,435.8636441138684,139490.9901033314,36.92461455208317,59.53025845261992,96.8755135248776,7.870067815135382,7.624268393212473,45.47761002242096,3.3157279810811526,2.1545801353443013,4.382026634673881,1.9262373834566084,4.418840607796598,6.079621119205589,373.4849262063081,3.635600361757323,4.103143379721342,0.01032252592646335,2.182682441741572,6.743708921833813,11.845762459980934,4.499809670330265
143,Annandale (RVL),RVL,65.0,0,6,ANNANDALE,40.645173,-74.878569,1.6428571428571428,105.0,86.260624,100,ANNANDALE,143.94656918873588,141330.71465561187,25.024908012506856,50.4291331407327,94.56055891600737,5.340281918136346,2.457466918714556,45.97500866526509,0.6631455962162305,1.2405362165325664,4.189654742026425,0.9718605830289658,4.663439094112067,4.976365186158513,375.9397753039865,3.2590540799129166,3.9402048045161093,0.0105752336012337,1.846923234043545,6.78048734717978,11.858864992571993,4.61512051684126
144,Boonton (M-B),M-B,58.0,0,20,BOONTON,40.903378,-74.407736,2.1666666666666665,87.0,55.039428,58,BOONTON,536.8908441226671,135166.2315785062,38.67141131995854,61.88487824576372,96.1361387614718,4.110610358668443,5.28505364470761,46.077624916854376,57.99999999999999,1.8381743773610133,4.07753744390572,1.1526795099383853,4.477336814478207,6.287655647611122,367.64960434972073,3.6806308103985406,4.141305725356093,0.010401915584327244,1.6313188410491777,6.788050155740923,11.814268043233188,4.07753744390572
145,High Bridge (RVL),RVL,50.0,0,60,HIGH BRIDGE,40.666884,-74.895863,1.5333333333333334,110.0,89.31837,40,HIGH BRIDGE,466.11381907130846,115129.83349236252,32.946167969694955,66.07721654417854,92.88808284261772,8.037558923183763,2.318927308276556,41.18522245410518,18.613850609910127,1.199641630803673,3.9318256327243257,0.9295359586241757,4.709530201312334,6.146572951894479,339.30787419740574,3.5247759748710603,4.205844441523102,0.010765643658447786,2.201389107317987,6.417571382860122,11.65382444321731,3.713572066704308
146,North Branch (RVL),RVL,48.0,0,108,NORTH BRANCH,40.59202,-74.683802,1.5333333333333334,88.0,68.557884,40,NORTH BRANCH,359.6079352137139,133772.3657627146,33.419514165899464,71.84707934958627,94.5641302444994,5.378420084489794,3.4895883846959115,44.89326137749465,0.6631455962162305,1.5017610237647625,3.8918202981106265,0.9295359586241757,4.48863636973214,5.88779131611144,365.74904752126776,3.538623675805784,4.288362440548398,0.0105748342147753,1.8529204310300187,6.700243381959692,11.803902346791782,3.713572066704308
147,Lake Hopatcong (M&E),M&E,45.0,1,67,LAKE HOPATCONG,40.904219,-74.665697,2.8125,99.0,81.432604,96,LAKE HOPATCONG,583.2296255553393,76238.793231896,22.69663392610529,66.42601635704678,97.49240540691468,3.5929501956070435,6.5805510242456124,32.42424882390086,3.9894367886486912,2.0255858915036695,3.828641396489095,1.33828514193353,4.605170185988092,6.370294099991622,276.1137324217975,3.165333009619716,4.211030942802385,0.010257209223899964,1.524522561741874,5.6942294319689,11.241638826255885,4.574710978503383
148,Peapack (GLAD),GLAD,36.0,0,117,PEAPACK,40.708794,-74.658469,5.681818181818182,86.0,70.971894,54,PEAPACK,173.9006742927927,120407.55089362856,31.6663093205627,57.3565911679277,97.54219127703472,2.457808722965258,4.537264224638766,38.200677929754896,0.6631455962162305,1.7115005565214496,3.6109179126442243,1.8993901334204204,4.465908118654584,5.164218237321829,346.99791194419106,3.486344250776181,4.066572311529296,0.010251973909011817,1.2406350713776053,6.180669699130903,11.698645830046207,4.007333185232471
149,Mount Tabor (M&E),M&E,30.0,1,94,MOUNT TABOR,40.875904,-74.481915,4.571428571428571,73.0,61.798656,48,MOUNT TABOR,682.6121499670601,150906.31588612733,33.926886107004755,68.92181557101978,94.15128507152671,5.848714928473258,3.634733496370647,46.57832733223555,5.98239464774782,1.5335786992785798,3.4339872044851463,1.717651497074333,4.30406509320417,6.527390724587088,388.4666213281745,3.5532569081803187,4.247377697414904,0.01062120394044861,1.924061032992001,6.824831670615441,11.92442112526482,3.8918202981106265
150,Lebanon (RVL),RVL,21.0,0,68,LEBANON,40.636903,-74.835766,1.5333333333333334,101.0,82.559142,283,LEBANON,102.92250555276172,139156.7328306868,24.40119319395224,58.45319266394921,96.53871932126523,3.4612806787347346,2.526487367563162,54.70765635318326,4.656103455315358,1.2603022955139733,3.091042453358316,0.9295359586241757,4.624972813284271,4.643645482471633,373.0371735238819,3.2347961490609984,4.0851893250413145,0.010358538077060685,1.4954358725113337,7.3964624215352615,11.843363337315738,5.648974238161206
151,Mountain Lakes (M-B),M-B,17.0,0,96,MOUNTAIN LAKES,40.885947,-74.433604,2.1666666666666665,90.0,57.93624,87,MOUNTAIN LAKES,606.9582690295919,165275.19648816492,37.4947321297563,63.039388445311296,94.5724149960444,5.427585003955594,5.904812344148483,46.620019265228336,0.6631455962162305,1.9322186096850777,2.8903717578961645,1.1526795099383853,4.51085950651685,6.41010624314609,406.5405225659121,3.6505214041334235,4.159498338509389,0.01057390783604105,1.8605988851121678,6.827885416820374,12.015373271553369,4.477336814478207
152,Mount Olive (M&E),M&E,16.0,1,93,MOUNT OLIVE,40.907376,-74.730653,1.6875,109.0,88.99650199999999,23,MOUNT OLIVE,148.64023977548055,166017.59768298976,42.94106207179888,71.33904054973786,84.0475454298867,12.8781078318851,2.39265601589316,45.34310181832311,4.642019173513614,1.2216131001420099,2.833213344056216,0.9886113934537812,4.700480365792417,5.008234011827502,407.452571084034,3.7828492376201748,4.281363963369061,0.011898027418709212,2.6303126224345683,6.733728671272931,12.019855095298192,3.1780538303479458
